Week,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee
10,Sun,27/10/2019,21:00 (20:00),Osasuna,2.7,3â€“1,0.9,Valencia,"14,976",Estadio El Sadar,Santiago Jaime
11,Tue,29/10/2019,19:00 (18:00),Alavés,0.7,1â€“1,1.3,Atlético Madrid,"17,235",Estadio de Mendizorroza,Javier Estrada
11,Tue,29/10/2019,21:15 (20:15),Barcelona,3.1,5â€“1,0.7,Valladolid,"59,896",Camp Nou,Alberola Rojas
11,Wed,30/10/2019,19:00 (18:00),Valencia,0.8,1â€“1,0.4,Sevilla,"37,881",Estadio de Mestalla,Carlos del Cerro
11,Wed,30/10/2019,19:00 (18:00),Real Sociedad,1.8,1â€“2,1.8,Levante,"28,142",Estadio Municipal de Anoeta,Mario Melero
11,Wed,30/10/2019,20:00 (19:00),Athletic Club,0.4,3â€“0,0.7,Espanyol,"37,094",San Mamés,Juan Martínez
11,Wed,30/10/2019,21:00 (20:00),Betis,1.1,2â€“1,1.7,Celta Vigo,"43,353",Estadio Benito Villamarín, Jesús Gil
11,Wed,30/10/2019,21:15 (20:15),Real Madrid,4.3,5â€“0,0.2,Leganés,"53,870",Estadio Santiago Bernabéu,César Soto
11,Thu,31/10/2019,19:00 (18:00),Mallorca,2.4,2â€“2,0.9,Osasuna,"12,641",Iberostar Estadi,Adrián Cordero
11,Thu,31/10/2019,19:00 (18:00),Eibar,2,2â€“1,1.6,Villarreal,"5,583", Estadio Municipal de Ipurúa,Guillermo Cuadra
11,Thu,31/10/2019,21:15 (20:15),Getafe,0.8,3â€“1,1.5,Granada,"10,227",Coliseum Alfonso Pérez,José González
12,Sat,02/11/2019,13:00 (12:00),Espanyol,1.4,1â€“2,1.7,Valencia,"18,428",RCDE Stadium, Valentín Pizarro
12,Sat,02/11/2019,16:00 (15:00),Levante,0.9,3â€“1,2.1,Barcelona,"23,341",Estadio Ciudad de Valencia,Alejandro Hernández
12,Sat,02/11/2019,18:30 (17:30),Sevilla,0.8,1â€“1,1.9,Atlético Madrid,"39,957",Estadio Ramón Sánchez Pizjuán,José González
12,Sat,02/11/2019,21:00 (20:00),Real Madrid,2.3,0â€“0,0.5,Betis,"70,375",Estadio Santiago Bernabéu,José Sánchez
12,Sun,03/11/2019,12:00 (11:00),Valladolid,2,3â€“0,0.6,Mallorca,"18,419",Estadio Municipal José Zorrilla,David Medié
12,Sun,03/11/2019,14:00 (13:00),Villarreal,0.8,0â€“0,0.7,Athletic Club,"17,460",Estadio de la Cerámica,Santiago Jaime
12,Sun,03/11/2019,16:00 (15:00),Osasuna,3.8,4â€“2,1.7,Alavés,"15,954",Estadio El Sadar,José Luis Munuera
12,Sun,03/11/2019,18:30 (17:30),Celta Vigo,0.2,0â€“1,0.5,Getafe,"14,704",Estadio de Balaídos,Antonio Matéu Lahoz
12,Sun,03/11/2019,18:30 (17:30),Leganés,1.2,1â€“2,0.8,Eibar,"9,649",Estadio Municipal de Butarque, Pablo González
12,Sun,03/11/2019,21:00 (20:00),Granada,0.2,1â€“2,0.9,Real Sociedad,"16,898",Estadio Nuevo Los Cármenes,Eduardo Prieto
13,Fri,08/11/2019,21:00 (20:00),Real Sociedad,1.1,1â€“1,0.9,Leganés,"27,684",Estadio Municipal de Anoeta,Juan Martínez
13,Sat,09/11/2019,13:00 (12:00),Alavés,2.9,3â€“0,0.3,Valladolid,"16,148",Estadio de Mendizorroza,Mario Melero
13,Sat,09/11/2019,16:00 (15:00),Valencia,1.1,2â€“0,0.4,Granada,"39,882",Estadio de Mestalla,Javier Estrada
13,Sat,09/11/2019,18:30 (17:30),Eibar,0.7,0â€“4,2.7,Real Madrid,"7,045", Estadio Municipal de Ipurúa,Adrián Cordero
13,Sat,09/11/2019,21:00 (20:00),Barcelona,1.7,4â€“1,0.3,Celta Vigo,"71,209",Camp Nou,Guillermo Cuadra
13,Sun,10/11/2019,12:00 (11:00),Mallorca,1.7,3â€“1,2.7,Villarreal,"8,348",Iberostar Estadi,Carlos del Cerro
13,Sun,10/11/2019,14:00 (13:00),Athletic Club,2.1,2â€“1,0.8,Levante,"33,202",San Mamés,Alberola Rojas
13,Sun,10/11/2019,16:00 (15:00),Atlético Madrid,2.5,3â€“1,0.3,Espanyol,"53,069",Estadio Wanda Metropolitano, Jesús Gil
13,Sun,10/11/2019,18:30 (17:30),Getafe,1.3,0â€“0,0.1,Osasuna,"10,558",Coliseum Alfonso Pérez,César Soto
13,Sun,10/11/2019,21:00 (20:00),Betis,1.4,1â€“2,0.8,Sevilla,"52,123",Estadio Benito Villamarín,Alejandro Hernández
14,Fri,22/11/2019,21:00 (20:00),Levante,1.4,2â€“1,1.4,Mallorca,"15,110",Estadio Ciudad de Valencia, Valentín Pizarro
14,Sat,23/11/2019,13:00 (12:00),Leganés,0.4,1â€“2,1.6,Barcelona,"12,110",Estadio Municipal de Butarque,Santiago Jaime
14,Sat,23/11/2019,16:00 (15:00),Betis,1.8,2â€“1,0.8,Valencia,"46,545",Estadio Benito Villamarín,Ricardo de Burgos
14,Sat,23/11/2019,18:30 (17:30),Granada,0.6,1â€“1,1.4,Atlético Madrid,"17,003",Estadio Nuevo Los Cármenes,David Medié
14,Sat,23/11/2019,21:00 (20:00),Real Madrid,1.4,3â€“1,2,Real Sociedad,"69,305",Estadio Santiago Bernabéu, Jesús Gil
14,Sun,24/11/2019,12:00 (11:00),Espanyol,1,1â€“1,0.7,Getafe,"22,031",RCDE Stadium, Pablo González
14,Sun,24/11/2019,14:00 (13:00),Osasuna,1,1â€“2,1,Athletic Club,"16,145",Estadio El Sadar,José Sánchez
14,Sun,24/11/2019,16:00 (15:00),Eibar,1.5,0â€“2,2.1,Alavés,"6,315", Estadio Municipal de Ipurúa,Antonio Matéu Lahoz
14,Sun,24/11/2019,18:30 (17:30),Villarreal,0.8,1â€“3,1.9,Celta Vigo,"17,352",Estadio de la Cerámica,José Luis Munuera
14,Sun,24/11/2019,21:00 (20:00),Valladolid,0.6,0â€“1,1.2,Sevilla,"18,169",Estadio Municipal José Zorrilla,Eduardo Prieto
15,Fri,29/11/2019,21:00 (20:00),Celta Vigo,0.9,0â€“0,0.4,Valladolid,"16,918",Estadio de Balaídos,Alberola Rojas
15,Sat,30/11/2019,13:00 (12:00),Alavés,1.4,1â€“2,2.1,Real Madrid,"19,357",Estadio de Mendizorroza,Guillermo Cuadra
15,Sat,30/11/2019,16:00 (15:00),Real Sociedad,1.4,4â€“1,0.8,Eibar,"28,612",Estadio Municipal de Anoeta,Carlos del Cerro
15,Sat,30/11/2019,18:30 (17:30),Mallorca,2.7,1â€“2,2.9,Betis,"16,810",Iberostar Estadi,Juan Martínez
15,Sat,30/11/2019,21:00 (20:00),Valencia,1.1,2â€“1,2.1,Villarreal,"38,521",Estadio de Mestalla,César Soto
15,Sun,01/12/2019,12:00 (11:00),Sevilla,1.9,1â€“0,0.8,Leganés,"33,648",Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
15,Sun,01/12/2019,14:00 (13:00),Athletic Club,2.2,2â€“0,0.8,Granada,"37,974",San Mamés,Adrián Cordero
15,Sun,01/12/2019,16:00 (15:00),Espanyol,1.4,2â€“4,2.5,Osasuna,"21,238",RCDE Stadium,Mario Melero
15,Sun,01/12/2019,18:30 (17:30),Getafe,1.7,4â€“0,0.3,Levante,"6,535",Coliseum Alfonso Pérez,Javier Estrada
15,Sun,01/12/2019,21:00 (20:00),Atlético Madrid,1.2,0â€“1,1.1,Barcelona,"64,226",Estadio Wanda Metropolitano,Antonio Matéu Lahoz
16,Fri,06/12/2019,21:00 (20:00),Villarreal,1.6,0â€“0,1.5,Atlético Madrid,"17,964",Estadio de la Cerámica,Alejandro Hernández
16,Sat,07/12/2019,13:00 (12:00),Real Madrid,1.9,2â€“0,0.3,Espanyol,"64,125",Estadio Santiago Bernabéu,Santiago Jaime
16,Sat,07/12/2019,16:00 (15:00),Granada,2,3â€“0,0.3,Alavés,"14,773",Estadio Nuevo Los Cármenes, Jesús Gil
16,Sat,07/12/2019,18:30 (17:30),Levante,2.2,2â€“4,2.6,Valencia,"23,137",Estadio Ciudad de Valencia,David Medié
16,Sat,07/12/2019,21:00 (20:00),Barcelona,3.4,5â€“2,1.2,Mallorca,"71,072",Camp Nou,José Luis Munuera
16,Sun,08/12/2019,12:00 (11:00),Eibar,0.4,0â€“1,0.9,Getafe,"5,969", Estadio Municipal de Ipurúa,Eduardo Prieto
16,Sun,08/12/2019,14:00 (13:00),Betis,1.5,3â€“2,0.9,Athletic Club,"46,106",Estadio Benito Villamarín, Valentín Pizarro
16,Sun,08/12/2019,16:00 (15:00),Valladolid,0.5,0â€“0,1.4,Real Sociedad,"18,654",Estadio Municipal José Zorrilla, Pablo González
16,Sun,08/12/2019,18:30 (17:30),Leganés,0.9,3â€“2,0.4,Celta Vigo,"7,115",Estadio Municipal de Butarque,José Sánchez
16,Sun,08/12/2019,21:00 (20:00),Osasuna,0.9,1â€“1,1.4,Sevilla,"15,045",Estadio El Sadar,Javier Estrada
17,Fri,13/12/2019,21:00 (20:00),Alavés,1,1â€“1,0.6,Leganés,"15,567",Estadio de Mendizorroza,César Soto
17,Sat,14/12/2019,13:00 (12:00),Granada,0.8,1â€“2,1.1,Levante,"14,127",Estadio Nuevo Los Cármenes,Carlos del Cerro
17,Sat,14/12/2019,16:00 (15:00),Real Sociedad,2.5,2â€“2,2,Barcelona,"36,639",Estadio Municipal de Anoeta,Alberola Rojas
17,Sat,14/12/2019,18:30 (17:30),Athletic Club,0.9,0â€“0,0.2,Eibar,"43,203",San Mamés,Mario Melero
17,Sat,14/12/2019,21:00 (20:00),Atlético Madrid,1.9,2â€“0,0.9,Osasuna,"46,033",Estadio Wanda Metropolitano,José Luis Munuera
17,Sun,15/12/2019,12:00 (11:00),Getafe,0.9,2â€“0,0.4,Valladolid,"10,816",Coliseum Alfonso Pérez,Antonio Matéu Lahoz
17,Sun,15/12/2019,14:00 (13:00),Celta Vigo,2.5,2â€“2,1.7,Mallorca,"13,247",Estadio de Balaídos,Ricardo de Burgos
17,Sun,15/12/2019,16:00 (15:00),Espanyol,1.2,2â€“2,0.8,Betis,"22,248",RCDE Stadium,Guillermo Cuadra
17,Sun,15/12/2019,18:30 (17:30),Sevilla,1.8,1â€“2,1.7,Villarreal,"36,521",Estadio Ramón Sánchez Pizjuán,Adrián Cordero
17,Sun,15/12/2019,21:00 (20:00),Valencia,1.6,1â€“1,1.3,Real Madrid,"44,230",Estadio de Mestalla,José Sánchez
10,Wed,18/12/2019,20:00 (19:00),Barcelona,0.9,0â€“0,0.9,Real Madrid,"93,426",Camp Nou,Alejandro Hernández
18,Fri,20/12/2019,21:00 (20:00),Eibar,2.6,3â€“0,1.4,Granada,"5,341", Estadio Municipal de Ipurúa, Pablo González
18,Sat,21/12/2019,13:00 (12:00),Mallorca,1,0â€“2,1.5,Sevilla,"14,321",Iberostar Estadi, Jesús Gil
18,Sat,21/12/2019,16:00 (15:00),Barcelona,1.2,4â€“1,0.6,Alavés,"63,054",Camp Nou,Mario Melero
18,Sat,21/12/2019,18:30 (17:30),Villarreal,1.8,1â€“0,0.5,Getafe,"14,526",Estadio de la Cerámica,Santiago Jaime
18,Sat,21/12/2019,21:00 (20:00),Valladolid,1.1,1â€“1,1,Valencia,"16,295",Estadio Municipal José Zorrilla, Valentín Pizarro
18,Sun,22/12/2019,12:00 (11:00),Leganés,0.9,2â€“0,0.6,Espanyol,"10,183",Estadio Municipal de Butarque,Alberola Rojas
18,Sun,22/12/2019,14:00 (13:00),Osasuna,1.8,3â€“4,2.2,Real Sociedad,"16,197",Estadio El Sadar,David Medié
18,Sun,22/12/2019,16:00 (15:00),Betis,0.7,1â€“2,1.6,Atlético Madrid,"52,017",Estadio Benito Villamarín,Javier Estrada
18,Sun,22/12/2019,18:30 (17:30),Levante,2.5,3â€“1,0.9,Celta Vigo,"18,653",Estadio Ciudad de Valencia,Eduardo Prieto
18,Sun,22/12/2019,21:00 (20:00),Real Madrid,2.3,0â€“0,0.6,Athletic Club,"71,306",Estadio Santiago Bernabéu,Adrián Cordero
19,Fri,03/01/2020,19:00 (18:00),Valladolid,1.1,2â€“2,2.3,Leganés,"21,492",Estadio Municipal José Zorrilla,Juan Martínez
19,Fri,03/01/2020,21:00 (20:00),Sevilla,1.3,1â€“1,0.2,Athletic Club,"37,972",Estadio Ramón Sánchez Pizjuán,José González
19,Sat,04/01/2020,13:00 (12:00),Valencia,0.5,1â€“0,1.3,Eibar,"39,702",Estadio de Mestalla,Alejandro Hernández
19,Sat,04/01/2020,16:00 (15:00),Getafe,0.7,0â€“3,2.3,Real Madrid,"15,426",Coliseum Alfonso Pérez,José Luis Munuera
19,Sat,04/01/2020,18:30 (17:30),Atlético Madrid,1.4,2â€“1,0.4,Levante,"59,084",Estadio Wanda Metropolitano,Ricardo de Burgos
19,Sat,04/01/2020,21:00 (20:00),Espanyol,0.4,2â€“2,1.7,Barcelona,"33,562",RCDE Stadium,Carlos del Cerro
19,Sun,05/01/2020,12:00 (11:00),Granada,1.5,1â€“0,1.2,Mallorca,"16,395",Estadio Nuevo Los Cármenes,César Soto
